13287	0013	01	0.83	7	6095233.39
13288	0013	02	0.83	3	2468935.47
13289	0013	03	0.83	1	1411687.94
13290	0013	04	0.83	4	3792443.38
13291	0013	05	0.81	4	3725916.02
13292	0013	06	0.81	2	2369545.63
13293	0013	07	0.83	2	2338564.54
13294	0013	08	0.84	4	4173747.36
13295	0013	09	0.81	4	4029830.41
13296	0013	10	0.81	2	2369545.63
13297	0013	100	0.84	3	4190988.25
13298	0013	101	0.83	5	4768906.82
13299	0013	102	0.83	2	2411854.38
13300	0013	103	0.84	2	2454169
13301	0013	104	0.84	4	3858976.09
13302	0013	105	0.83	4	4101783.91
13303	0013	106	0.84	2	1361899.9
13304	0013	107	0.84	1	1436455.21
13305	0013	108	0.84	1	1436455.13
13306	0013	109	0.83	1	1411687.94
13307	0013	11	0.83	3	3295815.63
13308	0013	110	0.83	1	1411687.94
13309	0013	111	0.84	3	3428194.16
13310	0013	112	0.84	3	3427052.38
13311	0013	113	0.81	1	1386924.12
13312	0013	114	0.81	3	3047208.9
13313	0013	115	0.84	4	4173747.36
13314	0013	116	0.83	3	3369085.47
13315	0013	117	0.81	3	3238000.44
13316	0013	118	0.81	1	664546.29
13317	0013	119	0.83	1	1411687.94
13318	0013	12	0.84	2	1063601.31
13319	0013	120	0.83	7	5605568.63
13320	0013	121	0.81	3	3309984.98
13321	0013	122	0.81	1	1122633.49
13322	0013	123	0.83	2	2315414.8
13323	0013	13	0.81	7	5990822.37
13324	0013	14	0.81	2	2327363.47
13325	0013	15	0.83	2	2242861.44
13326	0013	16	0.81	3	3309984.98
13327	0013	17	0.81	2	2369545.63
13328	0013	18	0.8	2	2327228.05
13329	0013	19	0.8	3	2331795.19
13330	0013	20	0.8	7	6779389.7
13331	0013	21	0.8	2	2234963.64
13332	0013	22	0.8	4	3957861.91
13333	0013	23	0.81	7	6821720.46
13334	0013	24	0.8	2	2327228.05
13335	0013	25	0.81	1	1248618.04
13336	0013	26	0.8	7	5552499.21
13337	0013	27	0.8	2	2327228.05
13338	0013	28	0.81	1	1386924.12
13339	0013	29	0.8	3	2952381.42
13340	0013	30	0.8	3	2388243.34
13341	0013	31	0.81	1	1288661.97
13342	0013	32	0.81	1	1386924.12
13343	0013	33	0.8	3	3250872.15
13344	0013	34	0.8	1	1279024.8
13345	0013	35	0.8	1	1218912.38
13346	0013	36	0.81	7	6069091.15
13347	0013	37	0.81	3	3009984.98
13348	0013	38	0.81	3	3309984.98
13349	0013	39	0.8	7	5961973.76
13350	0013	40	0.81	7	6234244.23
13351	0013	41	0.81	2	1377519.73
13352	0013	42	0.81	7	5650983.76
13353	0013	43	0.81	1	1386924.12
13354	0013	44	0.81	7	5650980.39
13355	0013	45	0.83	2	2369085.38
13356	0013	46	0.84	1	1342193.19
13357	0013	47	0.84	1	1439824.87
13358	0013	48	0.84	2	2385195.83
13359	0013	49	0.84	1	1439824.87
13360	0013	50	0.84	3	3436236.1
13361	0013	51	0.84	7	5863213.93
13362	0013	52	0.84	2	2384809.29
13363	0013	53	0.84	2	2046786.05
13364	0013	54	0.84	5	5179466.79
13365	0013	55	0.84	7	7172813.85
13366	0013	56	0.84	7	7174312.64
13367	0013	57	0.84	3	2823909.05
13368	0013	58	0.81	1	1288661.97
13369	0013	59	0.8	2	2327228.05
13370	0013	60	0.8	2	2327228.05
13371	0013	61	0.8	2	2327228.05
13372	0013	62	0.8	1	1102584.44
13373	0013	63	0.81	3	3309984.98
13374	0013	64	0.81	1	1284971.97
13375	0013	65	0.81	2	1385255.01
13376	0013	66	0.8	6	5111788.16
13377	0013	67	0.8	1	1362155.11
13378	0013	68	0.81	6	5204735.26
13379	0013	69	0.81	2	2275501.7
13380	0013	70	0.8	6	5111788.16
13381	0013	71	0.8	4	3957861.91
13382	0013	72	0.83	3	3369085.47
13383	0013	73	0.83	4	4101783.91
13384	0013	74	0.81	5	4988735.26
13385	0013	75	0.8	1	1362155.11
13386	0013	76	0.83	7	6176710.73
13387	0013	77	0.83	3	3369085.47
13388	0013	78	0.81	2	1385255.01
13389	0013	79	0.81	1	1386924.12
13390	0013	80	0.83	2	2338584.54
13391	0013	81	0.83	4	3818326.1
13392	0013	82	0.81	7	5893602.69
13393	0013	83	0.8	1	1362155.11
13394	0013	84	0.83	1	1411687.94
13395	0013	85	0.84	1	1334683.84
1756423	0013	86	0.81	1	1288661.97
13397	0013	87	0.81	7	6895757.14
13398	0013	88	0.83	1	1411687.74
13399	0013	89	0.81	1	1242588.15
13400	0013	90	0.81	2	2369545.63
13401	0013	91	0.83	2	2316131.28
13402	0013	92	0.83	2	2411854.38
13403	0013	93	0.83	7	7024322.53
13404	0013	94	0.83	1	1411637.74
13405	0013	95	0.83	3	3059744.94
13406	0013	96	0.83	2	2410977.29
13407	0013	97	0.81	4	3725916.02
13408	0013	98	0.81	4	3725916.02
13409	0013	99	0.83	2	2408794.38
