0013	01		2019-10-01	797566.76	0	2019-11-12	0	0
0013	01	1119013287	2019-11-01	219419.28	0	2019-11-12	0	0
0013	01	1219013287	2019-12-01	976463.44	0	2019-12-06	16.01	0
0013	01	0120013287	2020-01-01	732698.44	0	2020-01-09	12.01	0
0013	01	0220013287	2020-02-01	957231.09	0	2020-02-05	12.93	0
0013	01	0320013287	2020-03-01	1000166.44	0	2020-03-03	13.52	0
0013	01	0420013287	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	02	0220013288	2020-02-01	957231.09	900150	2020-02-05	12.93	0
0013	02	0320013288	2020-03-01	1000166.44	0	2020-03-03	13.52	0
0013	02	0420013288	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	03	0420013289	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	04	0120013290	2020-01-01	732698.44	309340.53	2020-01-09	12.01	0
0013	04	0220013290	2020-02-01	957231.09	0	2020-02-05	12.93	0
0013	04	0320013290	2020-03-01	1000166.44	0	2020-03-03	13.52	0
0013	04	0420013290	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	05	0120013291	2020-01-01	719845.43	303914.39	2020-01-09	11.8	0
0013	05	0220013291	2020-02-01	940439.35	0	2020-02-05	12.7	0
0013	05	0320013291	2020-03-01	982621.51	0	2020-03-03	13.28	0
0013	05	0420013291	2020-04-01	1386924.12	0	2020-04-01	16.63	0
0013	06	0320013292	2020-03-01	982621.51	0	2020-03-03	13.28	0
0013	06	0420013292	2020-04-01	1386924.12	0	2020-04-01	16.63	0
0013	07	0320013293	2020-03-01	1000166.44	0	2020-03-03	13.52	0
0013	07	0420013293	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	08	0120013294	2020-01-01	745553.2	0	2020-01-09	12.22	0
0013	08	0220013294	2020-02-01	974025.16	0	2020-02-05	13.16	0
0013	08	0320013294	2020-03-01	1017713.79	0	2020-03-03	13.76	0
0013	08	0420013294	2020-04-01	1436455.21	0	2020-04-01	17.23	0
0013	09	0120013295	2020-01-01	719845.43	0	2020-01-09	11.8	0
0013	09	0220013295	2020-02-01	940439.35	0	2020-02-05	12.7	0
0013	09	0320013295	2020-03-01	982621.51	0	2020-03-03	13.28	0
0013	09	0420013295	2020-04-01	1386924.12	0	2020-04-01	16.63	0
0013	10	0320013296	2020-03-01	982621.51	0	2020-03-03	13.28	0
0013	10	0420013296	2020-04-01	1386924.12	0	2020-04-01	16.63	0
0013	100		2019-10-01	1731062.21	0	2019-11-12	0	0
0013	100	0320013297	2020-03-01	1020101.17	0	2020-03-03	13.79	0
0013	100	0420013297	2020-04-01	1439824.87	0	2020-04-01	17.27	0
0013	101	1219013298	2019-12-01	976463.44	309340.53	2019-12-06	16.01	0
0013	101	0120013298	2020-01-01	732698.44	0	2020-01-09	12.01	0
0013	101	0220013298	2020-02-01	957231.09	0	2020-02-05	12.93	0
0013	101	0320013298	2020-03-01	1000166.44	0	2020-03-03	13.52	0
0013	101	0420013298	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	102	0320013299	2020-03-01	1000166.44	0	2020-03-03	13.52	0
0013	102	0420013299	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	103	0320013300	2020-03-01	1017713.79	0	2020-03-03	13.76	0
0013	103	0420013300	2020-04-01	1436455.21	0	2020-04-01	17.23	0
0013	104	0120013301	2020-01-01	745553.2	314771.27	2020-01-09	12.22	0
0013	104	0220013301	2020-02-01	974025.16	0	2020-02-05	13.16	0
0013	104	0320013301	2020-03-01	1017713.79	0	2020-03-03	13.76	0
0013	104	0420013301	2020-04-01	1436455.21	0	2020-04-01	17.23	0
0013	105	0120013302	2020-01-01	732698.44	0	2020-01-09	12.01	0
0013	105	0220013302	2020-02-01	957231.09	0	2020-02-05	12.93	0
0013	105	0320013302	2020-03-01	1000166.44	0	2020-03-03	13.52	0
0013	105	0420013302	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	106	0320013303	2020-03-01	1017713.79	1017713.78	2020-03-03	13.76	0
0013	106	0420013303	2020-04-01	1436455.21	0	2020-04-01	17.23	0
0013	107	0420013304	2020-04-01	1436455.21	0	2020-04-01	17.23	0
0013	108	0420013305	2020-04-01	1436455.21	0	2020-04-01	17.23	0
0013	109	0420013306	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	11	0220013307	2020-02-01	957231.09	73269.84	2020-02-05	12.93	0
0013	11	0320013307	2020-03-01	1000166.44	0	2020-03-03	13.52	0
0013	11	0420013307	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	110	0420013308	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	111	0220013309	2020-02-01	974025.16	0	2020-02-05	13.16	0
0013	111	0320013309	2020-03-01	1017713.79	0	2020-03-03	13.76	0
0013	111	0420013309	2020-04-01	1436455.21	0	2020-04-01	17.23	0
0013	112	0220013310	2020-02-01	974025.16	1141.78	2020-02-05	13.16	0
0013	112	0320013310	2020-03-01	1017713.79	0	2020-03-03	13.76	0
0013	112	0420013310	2020-04-01	1436455.21	0	2020-04-01	17.23	0
0013	113	0420013311	2020-04-01	1386924.12	0	2020-04-01	16.63	0
0013	114	0120013312	2020-01-01	719845.43	0	2020-01-09	11.8	0
0013	114	0220013312	2020-02-01	940439.35	0	2020-02-05	12.7	0
0013	114	0420013312	2020-04-01	1386924.12	0	2020-04-01	16.63	0
0013	115	0120013313	2020-01-01	745553.2	0	2020-01-09	12.22	0
0013	115	0220013313	2020-02-01	974025.16	0	2020-02-05	13.16	0
0013	115	0320013313	2020-03-01	1017713.79	0	2020-03-03	13.76	0
0013	115	0420013313	2020-04-01	1436455.21	0	2020-04-01	17.23	0
0013	116	0220013314	2020-02-01	957231.09	0	2020-02-05	12.93	0
0013	116	0320013314	2020-03-01	1000166.44	0	2020-03-03	13.52	0
0013	116	0420013314	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	117	0220013315	2020-02-01	940439.35	71984.54	2020-02-05	12.7	0
0013	117	0320013315	2020-03-01	982621.51	0	2020-03-03	13.28	0
0013	117	0420013315	2020-04-01	1386924.12	0	2020-04-01	16.63	0
0013	118	0420013316	2020-04-01	1386924.12	0	2020-04-01	16.63	0
0013	119	0420013317	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	12	0320013318	2020-03-01	1017713.79	101771.37	2020-03-03	13.76	0
0013	12	0420013318	2020-04-01	1436455.21	0	2020-04-01	17.23	0
0013	120		2019-10-01	915688.2	607786.2	2019-11-12	0	0
0013	120	1119013319	2019-11-01	219419.28	0	2019-11-12	0	0
0013	120	1219013319	2019-12-01	976463.44	0	2019-12-06	16.01	0
0013	120	0120013319	2020-01-01	732698.44	0	2020-01-09	12.01	0
0013	120	0220013319	2020-02-01	957231.09	0	2020-02-05	12.93	0
0013	120	0320013319	2020-03-01	1000166.44	0	2020-03-03	13.52	0
0013	120	0420013319	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	121	0220013320	2020-02-01	940439.35	0	2020-02-05	12.7	0
0013	121	0320013320	2020-03-01	982621.51	0	2020-03-03	13.28	0
0013	121	0420013320	2020-04-01	1386924.12	0	2020-04-01	16.63	0
0013	122	0420013321	2020-04-01	1386924.12	0	2020-04-01	16.63	0
0013	123	0320013322	2020-03-01	1000166.44	0	2020-03-03	13.52	0
0013	123	0420013322	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	13		2019-10-01	786087.11	0	2019-11-12	0	0
0013	13	1119013323	2019-11-01	215570.21	0	2019-11-12	0	0
0013	13	1219013323	2019-12-01	959334.64	0	2019-12-06	15.73	0
0013	13	0120013323	2020-01-01	719845.43	0	2020-01-09	11.8	0
0013	13	0220013323	2020-02-01	940439.35	0	2020-02-05	12.7	0
0013	13	0320013323	2020-03-01	982621.51	0	2020-03-03	13.28	0
0013	13	0420013323	2020-04-01	1386924.12	0	2020-04-01	16.63	0
0013	14	0320013324	2020-03-01	982621.51	42182.16	2020-03-03	13.28	0
0013	14	0420013324	2020-04-01	1386924.12	0	2020-04-01	16.63	0
0013	15	0320013325	2020-03-01	1000166.44	0	2020-03-03	13.52	0
0013	15	0420013325	2020-04-01	1411687.94	0	2020-04-01	16.93	0
0013	16	0220013326	2020-02-01	940439.35	0	2020-02-05	12.7	0
0013	16	0320013326	2020-03-01	982621.51	0	2020-03-03	13.28	0
0013	16	0420013326	2020-04-01	1386924.12	0	2020-04-01	16.63	0
0013	17	0320013327	2020-03-01	982621.51	0	2020-03-03	13.28	0
